geo_cod,geo_dsg,geo_nivel,periodo,valor_eur_m2
112030202,Aborim,6,1.º Trimestre de 2025,
112030202,Aborim,6,2.º Trimestre de 2025,
112030202,Aborim,6,3.º Trimestre de 2025,
112030202,Aborim,6,4.º Trimestre de 2025,
112030202,Aborim,6,1.º Trimestre de 2026,
1111610,Vila Nova de Cerveira,5,4.º Trimestre de 2019,738
1111610,Vila Nova de Cerveira,5,1.º Trimestre de 2020,799
1111610,Vila Nova de Cerveira,5,2.º Trimestre de 2020,740
1111610,Vila Nova de Cerveira,5,3.º Trimestre de 2020,717
1111610,Vila Nova de Cerveira,5,4.º Trimestre de 2020,658
1111610,Vila Nova de Cerveira,5,1.º Trimestre de 2021,648
1111610,Vila Nova de Cerveira,5,2.º Trimestre de 2021,633
1111610,Vila Nova de Cerveira,5,3.º Trimestre de 2021,704
1111610,Vila Nova de Cerveira,5,4.º Trimestre de 2021,707
1111610,Vila Nova de Cerveira,5,1.º Trimestre de 2022,745
1111610,Vila Nova de Cerveira,5,2.º Trimestre de 2022,825
1111610,Vila Nova de Cerveira,5,3.º Trimestre de 2022,871
1111610,Vila Nova de Cerveira,5,4.º Trimestre de 2022,889
1111610,Vila Nova de Cerveira,5,1.º Trimestre de 2023,882
1111610,Vila Nova de Cerveira,5,2.º Trimestre de 2023,951
1111610,Vila Nova de Cerveira,5,3.º Trimestre de 2023,959
1111610,Vila Nova de Cerveira,5,4.º Trimestre de 2023,951
1111610,Vila Nova de Cerveira,5,1.º Trimestre de 2024,904
1111610,Vila Nova de Cerveira,5,2.º Trimestre de 2024,858
1111610,Vila Nova de Cerveira,5,3.º Trimestre de 2024,857
1111610,Vila Nova de Cerveira,5,4.º Trimestre de 2024,883
1111610,Vila Nova de Cerveira,5,1.º Trimestre de 2025,938
1111610,Vila Nova de Cerveira,5,2.º Trimestre de 2025,1002
1111610,Vila Nova de Cerveira,5,3.º Trimestre de 2025,1022
1111610,Vila Nova de Cerveira,5,4.º Trimestre de 2025,1037
1111610,Vila Nova de Cerveira,5,1.º Trimestre de 2026,1097
112030203,Adães,6,4.º Trimestre de 2019,
112030203,Adães,6,1.º Trimestre de 2020,
112030203,Adães,6,2.º Trimestre de 2020,
112030203,Adães,6,3.º Trimestre de 2020,
112030203,Adães,6,4.º Trimestre de 2020,
112030203,Adães,6,1.º Trimestre de 2021,
112030203,Adães,6,2.º Trimestre de 2021,
112030203,Adães,6,3.º Trimestre de 2021,
112030203,Adães,6,4.º Trimestre de 2021,
112030203,Adães,6,1.º Trimestre de 2022,
112030203,Adães,6,2.º Trimestre de 2022,
112030203,Adães,6,3.º Trimestre de 2022,
112030203,Adães,6,4.º Trimestre de 2022,
112030203,Adães,6,1.º Trimestre de 2023,
112030203,Adães,6,2.º Trimestre de 2023,
112030203,Adães,6,3.º Trimestre de 2023,
112030203,Adães,6,4.º Trimestre de 2023,
112030203,Adães,6,1.º Trimestre de 2024,
112030203,Adães,6,2.º Trimestre de 2024,
112030203,Adães,6,3.º Trimestre de 2024,
112030203,Adães,6,4.º Trimestre de 2024,
112030203,Adães,6,1.º Trimestre de 2025,
112030203,Adães,6,2.º Trimestre de 2025,
112030203,Adães,6,3.º Trimestre de 2025,
112030203,Adães,6,4.º Trimestre de 2025,
112030203,Adães,6,1.º Trimestre de 2026,
1120301,Amares,5,4.º Trimestre de 2019,710
1120301,Amares,5,1.º Trimestre de 2020,724
1120301,Amares,5,2.º Trimestre de 2020,736
1120301,Amares,5,3.º Trimestre de 2020,728
1120301,Amares,5,4.º Trimestre de 2020,737
1120301,Amares,5,1.º Trimestre de 2021,780
1120301,Amares,5,2.º Trimestre de 2021,801
1120301,Amares,5,3.º Trimestre de 2021,894
1120301,Amares,5,4.º Trimestre de 2021,948
1120301,Amares,5,1.º Trimestre de 2022,988
1120301,Amares,5,2.º Trimestre de 2022,974
1120301,Amares,5,3.º Trimestre de 2022,977
1120301,Amares,5,4.º Trimestre de 2022,967
1120301,Amares,5,1.º Trimestre de 2023,970
1120301,Amares,5,2.º Trimestre de 2023,992
1120301,Amares,5,3.º Trimestre de 2023,1050
1120301,Amares,5,4.º Trimestre de 2023,1157
1120301,Amares,5,1.º Trimestre de 2024,1152
1120301,Amares,5,2.º Trimestre de 2024,1168
1120301,Amares,5,3.º Trimestre de 2024,1130
1120301,Amares,5,4.º Trimestre de 2024,1118
1120301,Amares,5,1.º Trimestre de 2025,1132
1120301,Amares,5,2.º Trimestre de 2025,1159
1120301,Amares,5,3.º Trimestre de 2025,1291
1120301,Amares,5,4.º Trimestre de 2025,1392
1120301,Amares,5,1.º Trimestre de 2026,1566
112030206,Aldreu,6,4.º Trimestre de 2019,
112030206,Aldreu,6,1.º Trimestre de 2020,
112030206,Aldreu,6,2.º Trimestre de 2020,
112030206,Aldreu,6,3.º Trimestre de 2020,
112030206,Aldreu,6,4.º Trimestre de 2020,
112030206,Aldreu,6,1.º Trimestre de 2021,
112030206,Aldreu,6,2.º Trimestre de 2021,
112030206,Aldreu,6,3.º Trimestre de 2021,
112030206,Aldreu,6,4.º Trimestre de 2021,
112030206,Aldreu,6,1.º Trimestre de 2022,
112030206,Aldreu,6,2.º Trimestre de 2022,
112030206,Aldreu,6,3.º Trimestre de 2022,
112030206,Aldreu,6,4.º Trimestre de 2022,
112030206,Aldreu,6,1.º Trimestre de 2023,
112030206,Aldreu,6,2.º Trimestre de 2023,
112030206,Aldreu,6,3.º Trimestre de 2023,
112030206,Aldreu,6,4.º Trimestre de 2023,
112030206,Aldreu,6,1.º Trimestre de 2024,
112030206,Aldreu,6,2.º Trimestre de 2024,
112030206,Aldreu,6,3.º Trimestre de 2024,
112030206,Aldreu,6,4.º Trimestre de 2024,
112030206,Aldreu,6,1.º Trimestre de 2025,
112030206,Aldreu,6,2.º Trimestre de 2025,
112030206,Aldreu,6,3.º Trimestre de 2025,
112030206,Aldreu,6,4.º Trimestre de 2025,
112030206,Aldreu,6,1.º Trimestre de 2026,
112030212,Balugães,6,4.º Trimestre de 2019,
